Quan_huyen,Loai_hinh,Dien_tich,Tong_so_tang,Tang_phong,Thang_may,Noi_that,Ban_cong_Cua_so,Khu_bep,Ve_sinh,May_giat,Vi_tri_ngo,Cho_nuoi_pet,Gia_dien,Khoang_cach_TT,Gia_phong
Hà Đông,Chung cư mini,25,9,7,Có,"Full đồ Luxury (Smart TV, Sofa...)",Không cửa sổ (Phòng hộp),Kệ bếp trong phòng,Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cho nuôi Pet,3500,2671,7009167
Nam Từ Liêm,Homestay (Sleepbox),8,6,6,Có,Nhà trống,Không cửa sổ (Phòng hộp),Bếp tách biệt (Ngăn mùi),Khép kín (Cơ bản),Máy giặt riêng trong phòng,Xe máy tránh nhau,Cấm nuôi Pet,Giá dân,11130,1000000
Bắc Từ Liêm,Căn hộ dịch vụ (Studio),36,8,3,Có,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ kính lớn (Big Window),Kệ bếp trong phòng,Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Xe máy tránh nhau,Cho nuôi Pet,3500,6172,10204791
Gia Lâm,1N1K (1 Khách 1 Ngủ),41,8,8,Có,Nhà trống,Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,4000,7730,8135078
Đống Đa,Chung cư mini,26,9,6,Có,Đồ cũ/Thiếu đồ,Không cửa sổ (Phòng hộp),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,3800,11001,8668172
Hai Bà Trưng,Trọ thường,21,7,4,Có,Đồ cũ/Thiếu đồ,Không cửa sổ (Phòng hộp),Bếp tách biệt (Ngăn mùi),Khép kín (Cơ bản),Máy giặt riêng trong phòng,Ba gác tránh/Ngõ nông,Cho nuôi Pet,3800,2524,5730186
Hà Đông,Trọ thường,18,7,2,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Ba gác tránh/Ngõ nông,Cấm nuôi Pet,4000,2949,2446833
Ba Đình,Căn hộ dịch vụ (Studio),27,9,3,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Không cửa sổ (Phòng hộp),Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Không có máy giặt,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,4000,11503,10147770
Hai Bà Trưng,Chung cư mini,29,5,1,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,4000,4376,8980424
Hoàn Kiếm,Chung cư mini,17,7,3,Có,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ giếng trời (Nhìn tường),Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,4000,10293,6834124
Ba Đình,Căn hộ dịch vụ (Studio),42,9,8,Có,"Full đồ Luxury (Smart TV, Sofa...)",Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,4000,9496,22636755
Bắc Từ Liêm,Trọ thường,34,6,5,Có,"Full đồ Luxury (Smart TV, Sofa...)",Không cửa sổ (Phòng hộp),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,3500,10069,2562870
Hai Bà Trưng,Chung cư mini,34,3,1,Không,Đồ cũ/Thiếu đồ,Không cửa sổ (Phòng hộp),Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,Giá dân,3790,4468554
Hoàn Kiếm,Căn hộ dịch vụ (Studio),39,6,4,Có,Đồ cũ/Thiếu đồ,Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Máy giặt riêng trong phòng,Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,3800,1029,12723931
Long Biên,Trọ thường,26,5,3,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Không có máy giặt,Ba gác tránh/Ngõ nông,Cho nuôi Pet,Giá dân,9373,3970772
Gia Lâm,1N1K (1 Khách 1 Ngủ),45,4,1,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Xe máy tránh nhau,Cho nuôi Pet,3500,5534,7438643
Long Biên,Chung cư mini,16,4,4,Không,Nhà trống,Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Ba gác tránh/Ngõ nông,Cấm nuôi Pet,3800,11439,2403048
Cầu Giấy,Chung cư mini,19,4,4,Không,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cho nuôi Pet,4000,6187,7609477
Hoàng Mai,1N1K (1 Khách 1 Ngủ),51,6,6,Có,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Xe máy tránh nhau,Cho nuôi Pet,3500,3028,12535137
Thanh Xuân,1N1K (1 Khách 1 Ngủ),44,3,3,Không,Nhà trống,Cửa sổ giếng trời (Nhìn tường),Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Không có máy giặt,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,3500,7725,7896025
Tây Hồ,Căn hộ dịch vụ (Studio),43,3,2,Không,Đồ cũ/Thiếu đồ,Cửa sổ giếng trời (Nhìn tường),Bếp tách biệt (Ngăn mùi),Khép kín (Cơ bản),Không có máy giặt,Ba gác tránh/Ngõ nông,Cho nuôi Pet,3800,5947,12487049
Hà Đông,Chung cư mini,26,8,8,Có,Nhà trống,Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt riêng trong phòng,Ba gác tránh/Ngõ nông,Cho nuôi Pet,3500,1616,4261458
Thanh Xuân,Căn hộ dịch vụ (Studio),30,4,2,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ kính lớn (Big Window),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Không có máy giặt,Xe máy tránh nhau,Cấm nuôi Pet,4000,3763,6807757
Long Biên,Căn hộ dịch vụ (Studio),25,5,1,Không,Đồ cũ/Thiếu đồ,Cửa sổ kính lớn (Big Window),Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Xe máy tránh nhau,Cấm nuôi Pet,4000,4601,5010654
Hoàn Kiếm,Homestay (Sleepbox),6,5,5,Không,Đồ cũ/Thiếu đồ,Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Không có máy giặt,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,3800,10560,1356801
Nam Từ Liêm,Chung cư mini,24,9,1,Có,Đồ cũ/Thiếu đồ,Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Không có máy giặt,Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,3800,7655,7946414
Bắc Từ Liêm,1N1K (1 Khách 1 Ngủ),51,7,3,Có,"Full đồ Luxury (Smart TV, Sofa...)",Không cửa sổ (Phòng hộp),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Không có máy giặt,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,3800,11006,8005035
Gia Lâm,Chung cư mini,32,7,3,Có,Đồ cũ/Thiếu đồ,Cửa sổ giếng trời (Nhìn tường),Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Ba gác tránh/Ngõ nông,Cấm nuôi Pet,3500,8201,6141792
Tây Hồ,Căn hộ dịch vụ (Studio),31,3,2,Không,Đồ cũ/Thiếu đồ,Cửa sổ kính lớn (Big Window),Kệ bếp trong phòng,Khép kín (Có vách kính tắm),Không có máy giặt,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,4000,5487,13877324
Bắc Từ Liêm,Căn hộ dịch vụ (Studio),33,4,1,Không,"Full đồ Luxury (Smart TV, Sofa...)",Ban công rộng thoáng,Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,Giá dân,4409,8252100
Gia Lâm,Chung cư mini,22,6,4,Không,Nhà trống,Cửa sổ giếng trời (Nhìn tường),Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,3800,5021,1749791
Hai Bà Trưng,Homestay (Sleepbox),9,5,4,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ giếng trời (Nhìn tường),Kệ bếp trong phòng,Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Xe máy tránh nhau,Cấm nuôi Pet,3800,5351,1319033
Bắc Từ Liêm,Căn hộ dịch vụ (Studio),30,5,2,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Ban công rộng thoáng,Bếp tách biệt (Ngăn mùi),Vệ sinh chung (Chung tầng),Không có máy giặt,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,3500,6376,7894361
Tây Hồ,1N1K (1 Khách 1 Ngủ),49,5,3,Không,Nhà trống,Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Không có máy giặt,Ba gác tránh/Ngõ nông,Cho nuôi Pet,4000,3112,7964320
Nam Từ Liêm,Căn hộ dịch vụ (Studio),43,3,3,Không,Nhà trống,Cửa sổ kính lớn (Big Window),Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,3800,2835,6911482
Hai Bà Trưng,Homestay (Sleepbox),5,7,4,Không,Đồ cũ/Thiếu đồ,Ban công rộng thoáng,Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Ba gác tránh/Ngõ nông,Cấm nuôi Pet,3500,9053,1000000
Nam Từ Liêm,Căn hộ dịch vụ (Studio),36,3,3,Không,"Full đồ Luxury (Smart TV, Sofa...)",Không cửa sổ (Phòng hộp),Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Máy giặt riêng trong phòng,Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,3500,10205,7741385
Đống Đa,Căn hộ dịch vụ (Studio),26,9,3,Không,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ giếng trời (Nhìn tường),Bếp tách biệt (Ngăn mùi),Vệ sinh chung (Chung tầng),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,Giá dân,6412,9085073
Bắc Từ Liêm,Căn hộ dịch vụ (Studio),37,3,2,Không,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ kính lớn (Big Window),Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Xe máy tránh nhau,Cấm nuôi Pet,Giá dân,2423,8444282
Nam Từ Liêm,Homestay (Sleepbox),9,3,2,Không,Đồ cũ/Thiếu đồ,Cửa sổ giếng trời (Nhìn tường),Kệ bếp trong phòng,Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Ba gác tránh/Ngõ nông,Cho nuôi Pet,3500,10036,1032997
Hai Bà Trưng,Trọ thường,16,4,1,Không,Nhà trống,Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,3800,8102,1908165
Tây Hồ,Chung cư mini,18,6,3,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ kính lớn (Big Window),Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,Giá dân,1946,10751815
Hà Đông,Trọ thường,34,4,2,Không,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ giếng trời (Nhìn tường),Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,3800,2130,10596083
Hoàng Mai,1N1K (1 Khách 1 Ngủ),60,3,1,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt riêng trong phòng,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,4000,4027,10801990
Cầu Giấy,Trọ thường,25,5,5,Không,Đồ cũ/Thiếu đồ,Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Không có máy giặt,Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,3800,4231,5871427
Đống Đa,Căn hộ dịch vụ (Studio),32,6,3,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt riêng trong phòng,Ba gác tránh/Ngõ nông,Cho nuôi Pet,4000,8823,8689679
Ba Đình,1N1K (1 Khách 1 Ngủ),54,8,6,Có,Nhà trống,Không cửa sổ (Phòng hộp),Bếp tách biệt (Ngăn mùi),Khép kín (Cơ bản),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,4000,8182,10085245
Thanh Xuân,Chung cư mini,15,4,4,Không,Nhà trống,Không cửa sổ (Phòng hộp),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,4000,4987,3790759
Ba Đình,1N1K (1 Khách 1 Ngủ),60,8,5,Có,Nhà trống,Không cửa sổ (Phòng hộp),Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Máy giặt riêng trong phòng,Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,Giá dân,10576,8451616
Ba Đình,Homestay (Sleepbox),6,4,3,Không,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,3500,3418,1128891
Thanh Xuân,Chung cư mini,23,4,4,Không,"Full đồ Luxury (Smart TV, Sofa...)",Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt riêng trong phòng,Xe máy tránh nhau,Cấm nuôi Pet,3800,651,7323078
Long Biên,1N1K (1 Khách 1 Ngủ),49,4,4,Không,"Full đồ Luxury (Smart TV, Sofa...)",Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,3800,6184,7569654
Cầu Giấy,Chung cư mini,27,6,2,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,3800,2391,8662156
Thanh Xuân,1N1K (1 Khách 1 Ngủ),45,8,1,Có,Đồ cũ/Thiếu đồ,Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Ba gác tránh/Ngõ nông,Cho nuôi Pet,3800,711,10600032
Hai Bà Trưng,1N1K (1 Khách 1 Ngủ),40,4,4,Không,"Full đồ Luxury (Smart TV, Sofa...)",Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Ba gác tránh/Ngõ nông,Cấm nuôi Pet,3500,6654,13935454
Tây Hồ,Chung cư mini,23,6,5,Có,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ kính lớn (Big Window),Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,4000,7502,17571013
Tây Hồ,Căn hộ dịch vụ (Studio),25,8,3,Không,Nhà trống,Không cửa sổ (Phòng hộp),Bếp tách biệt (Ngăn mùi),Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,4000,6882,6019108
Hoàng Mai,Homestay (Sleepbox),9,7,1,Không,Nhà trống,Không cửa sổ (Phòng hộp),Kệ bếp trong phòng,Vệ sinh chung (Chung tầng),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,3500,3188,1000000
Thanh Xuân,Chung cư mini,33,3,3,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Mặt phố/Oto đỗ cửa,Cho nuôi Pet,Giá dân,2844,7321006
Cầu Giấy,1N1K (1 Khách 1 Ngủ),47,9,7,Có,"Full đồ Luxury (Smart TV, Sofa...)",Ban công rộng thoáng,Kệ bếp trong phòng,Khép kín (Có vách kính tắm),Không có máy giặt,Xe máy tránh nhau,Cho nuôi Pet,Giá dân,7138,20908107
Tây Hồ,1N1K (1 Khách 1 Ngủ),43,7,7,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ giếng trời (Nhìn tường),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Ba gác tránh/Ngõ nông,Cấm nuôi Pet,3800,968,14093267
Long Biên,Trọ thường,22,6,4,Không,Đồ cũ/Thiếu đồ,Ban công rộng thoáng,Bếp tách biệt (Ngăn mùi),Khép kín (Cơ bản),Không có máy giặt,Xe máy tránh nhau,Cho nuôi Pet,3800,4812,3710161
Nam Từ Liêm,1N1K (1 Khách 1 Ngủ),51,3,1,Không,Nhà trống,Cửa sổ giếng trời (Nhìn tường),Kệ bếp trong phòng,Khép kín (Cơ bản),Máy giặt riêng trong phòng,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,4000,1672,10321015
Ba Đình,Chung cư mini,26,3,1,Không,"Full đồ Luxury (Smart TV, Sofa...)",Không cửa sổ (Phòng hộp),Kệ bếp trong phòng,Khép kín (Cơ bản),Máy giặt riêng trong phòng,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,Giá dân,854,11670126
Đống Đa,Chung cư mini,16,7,2,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Ban công rộng thoáng,Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt riêng trong phòng,Xe máy tránh nhau,Cho nuôi Pet,3500,8043,6425022
Cầu Giấy,Trọ thường,35,5,1,Không,Đồ cũ/Thiếu đồ,Không cửa sổ (Phòng hộp),Kệ bếp trong phòng,Khép kín (Cơ bản),Không có máy giặt,Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,3500,7086,6315273
Đống Đa,Homestay (Sleepbox),7,4,3,Không,Nhà trống,Không cửa sổ (Phòng hộp),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt riêng trong phòng,Ba gác tránh/Ngõ nông,Cấm nuôi Pet,3800,11406,1000000
Hà Đông,Trọ thường,28,6,6,Không,Nhà trống,Cửa sổ kính lớn (Big Window),Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,3500,2122,2338930
Hà Đông,Homestay (Sleepbox),10,4,2,Không,Đồ cũ/Thiếu đồ,Cửa sổ giếng trời (Nhìn tường),Bếp tách biệt (Ngăn mùi),Vệ sinh chung (Chung tầng),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,3500,10824,1000000
Cầu Giấy,1N1K (1 Khách 1 Ngủ),52,5,2,Không,Nhà trống,Cửa sổ giếng trời (Nhìn tường),Kệ bếp trong phòng,Khép kín (Có vách kính tắm),Không có máy giặt,Mặt phố/Oto đỗ cửa,Cấm nuôi Pet,4000,10240,12360851
Hai Bà Trưng,1N1K (1 Khách 1 Ngủ),56,6,2,Có,Nhà trống,Cửa sổ kính lớn (Big Window),Bếp tách biệt (Ngăn mùi),Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Xe máy tránh nhau,Cho nuôi Pet,4000,1971,14321376
Hà Đông,Homestay (Sleepbox),10,3,1,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ kính lớn (Big Window),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,Giá dân,2805,1000000
Bắc Từ Liêm,Chung cư mini,16,4,1,Không,"Full đồ Luxury (Smart TV, Sofa...)",Không cửa sổ (Phòng hộp),Kệ bếp trong phòng,Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,3800,3252,6168924
Tây Hồ,Chung cư mini,21,8,1,Có,Đồ cũ/Thiếu đồ,Không cửa sổ (Phòng hộp),Nấu ăn chung khu (Tầng 1),Khép kín (Cơ bản),Máy giặt riêng trong phòng,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,3500,4206,7180501
Tây Hồ,Căn hộ dịch vụ (Studio),42,3,1,Không,Đồ cũ/Thiếu đồ,Không cửa sổ (Phòng hộp),Nấu ăn chung khu (Tầng 1),Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,3500,592,8640051
Thanh Xuân,Trọ thường,15,9,3,Không,Đồ cũ/Thiếu đồ,Cửa sổ kính lớn (Big Window),Kệ bếp trong phòng,Khép kín (Có vách kính tắm),Máy giặt riêng trong phòng,Mặt phố/Oto đỗ cửa,Cho nuôi Pet,Giá dân,7133,5988573
Bắc Từ Liêm,Trọ thường,29,3,1,Không,Nhà trống,Không cửa sổ (Phòng hộp),Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Xe máy tránh nhau,Cho nuôi Pet,3500,863,4296522
Bắc Từ Liêm,Homestay (Sleepbox),8,7,5,Có,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Ban công rộng thoáng,Kệ bếp trong phòng,Khép kín (Có vách kính tắm),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,3800,9700,1000000
Hoàng Mai,Chung cư mini,15,7,7,Có,Đồ cũ/Thiếu đồ,Cửa sổ kính lớn (Big Window),Bếp tách biệt (Ngăn mùi),Vệ sinh chung (Chung tầng),Không có máy giặt,Ngõ ngách sâu/Hẻm nhỏ,Cho nuôi Pet,3500,3598,3798916
Hai Bà Trưng,Homestay (Sleepbox),9,3,2,Không,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ kính lớn (Big Window),Kệ bếp trong phòng,Khép kín (Cơ bản),Máy giặt chung (Sân thượng),Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,3800,9652,1555847
Cầu Giấy,Trọ thường,16,9,5,Có,"Full đồ Luxury (Smart TV, Sofa...)",Cửa sổ giếng trời (Nhìn tường),Bếp tách biệt (Ngăn mùi),Khép kín (Có vách kính tắm),Máy giặt chung (Sân thượng),Ngõ ngách sâu/Hẻm nhỏ,Cấm nuôi Pet,3800,4201,5498963
Hai Bà Trưng,1N1K (1 Khách 1 Ngủ),50,6,6,Không,"Cơ bản (Giường, tủ, nóng lạnh, ĐH)",Cửa sổ kính lớn (Big Window),Nấu ăn chung khu (Tầng 1),Vệ sinh chung (Chung tầng),Máy giặt chung (Sân thượng),Xe máy tránh nhau,Cấm nuôi Pet,3500,8712,8512570
